Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
dave-robinson-signed-hof-13-inscription-green-bay-blue-acme-throwback-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/robinson-packers-hof-2013-acme-blue-autographed-stitched-football-jersey-signature.jpg?v=1756763312,2,"",,,,,,,,,,,,,,,
dave-robinson-signed-hof-13-inscription-green-bay-blue-acme-throwback-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/robinson-packers-hof-2013-acme-blue-autographed-stitched-football-jersey-front.jpg?v=1756763312,3,"",,,,,,,,,,,,,,,
davante-adams-signed-las-vegas-white-football-jersey-beckett,Davante Adams Signed Las Vegas White Football Jersey (Beckett),"<meta charset=""utf-8"">
<ul>
<li>A pro-style XL stitched football jersey autographed Davante Adams and authenticated by Beckett</li>
<li>Includes a<em> Witness Protection Program </em>Certificate of Authenticity from Beckett</li>
<li>Orders are generally shipped the same day if placed before 3pm and delivery only takes 3 to 5 days</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"BFCM24, Clearance, FB, fbbreak, feature, HD, In-Stock, inhouse, jersey, Jerseys, MYS_product, MYS_Professional, MYS_run1-1, MYS_run6-1, new arrival, packers, Probowl, Raiders, RSA, RSA-products, SE, Season, V, Warehouse",true,Title,Default Title,,,,,,,,RSA-05578,907.18474,shopify,23,deny,manual,80.00,99.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/20220722_160709copy.jpg?v=1756763313,1,"",false,,,,,,,,lb,,65.00,true,,,active
davante-adams-signed-las-vegas-white-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/20220722_160732copy.jpg?v=1756763313,2,"",,,,,,,,,,,,,,,
davante-adams-signed-las-vegas-white-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/davante-close.png?v=1756763313,3,"",,,,,,,,,,,,,,,
davante-adams-signed-las-vegas-color-rush-football-jersey-beckett,Davante Adams Signed Las Vegas Color Rush Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by Davante Adams and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p>
<ul>
<li>Hand signed Football jersey autographed by Davante Adams and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"10-31-RSA, BFCM24, FB, inhouse, jersey, Jerseys, New Arrival, Raiders, Season, V, year-end",true,Title,Default Title,,,,,,,,RSA-10550,907.1989147615625,shopify,31,deny,manual,80.00,99.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/adams-raiders-color-rush-autographed-stitched-football-jersey-back.jpg?v=1756763313,1,"",false,,,,,,,,oz,,65.00,true,,,active
davante-adams-signed-las-vegas-color-rush-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/adams-raiders-color-rush-autographed-stitched-football-jersey-signature.jpg?v=1756763313,2,"",,,,,,,,,,,,,,,
davante-adams-signed-las-vegas-color-rush-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/adams-raiders-color-rush-autographed-stitched-football-jersey-front.jpg?v=1756763313,3,"",,,,,,,,,,,,,,,
davante-adams-signed-las-vegas-black-football-jersey-beckett,Davante Adams Signed Las Vegas Black Football Jersey (Beckett),"<ul>
<li>A professional style black custom replica football jersey autographed by Davante Adams and authenticated by Beckett</li>
<li>Includes a Certificate of Authenticity from Beeckett</li>
<li>Orders are generally shipped the same day if placed before 3pm and delivery only takes 3 to 5 days</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"02.06, 08-18-RSA, 3X FBJ, BFCM24, c, Clearance, FB, In-Stock, inhouse, jersey, Jerseys, New Arrival, Popular, Raiders, RSA-products, Season, V, Warehouse, year-end",true,Title,Default Title,,,,,,,,RSA-05719,907.1989147615625,shopify,40,deny,manual,80.00,99.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/adams-raiders-black-grey-number-autographed-stitched-football-jersey-back.jpg?v=1756763314,1,"",false,,,,,,,,oz,,65.00,true,,,active
davante-adams-signed-las-vegas-black-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/adams-raiders-black-grey-number-autographed-stitched-football-jersey-signature.jpg?v=1756763314,2,"",,,,,,,,,,,,,,,
davante-adams-signed-las-vegas-black-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/adams-raiders-black-grey-number-autographed-stitched-football-jersey-front.jpg?v=1756763314,3,"",,,,,,,,,,,,,,,
darren-waller-signed-new-york-blue-football-jersey-jsa,Darren Waller Signed New York Blue Football Jersey (JSA),"<ul>
<li>A professional style blue custom replica football jersey autographed by Darren Waller and authenticated by JSA</li>
<li>Includes a Certificate of Authenticity from JSA</li>
<li>Orders are generally shipped the same or next day and delivery only takes 3 to 5 days</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"09-05-RSA, BFCM24, FB, giants, In-Stock, inhouse, jersey, Jerseys, New Arrival, Season, V, year-end",true,Title,Default Title,,,,,,,,RSA-07632,907.1989147615625,shopify,26,deny,manual,60.00,79.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/waller-giants-blue-autographed-stitched-football-jersey-back.jpg?v=1756763314,1,"",false,,,,,,,,oz,,50.00,true,,,active
darren-waller-signed-new-york-blue-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/waller-giants-blue-autographed-stitched-football-jersey-signature.jpg?v=1756763314,2,"",,,,,,,,,,,,,,,
darren-waller-signed-new-york-blue-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/waller-giants-blue-autographed-stitched-football-jersey-front.jpg?v=1756763315,3,"",,,,,,,,,,,,,,,
darren-sproles-signed-new-orleans-pro-white-football-jersey-jsa-sproles-holo,Darren Sproles Signed New Orleans Pro White Football Jersey (Beckett),"<ul>
<li>A professional style white custom replica football jersey autographed by Darren Sproles and authenticated by Beckett with Sproles Holo</li>
<li>Includes a Certificate of Authenticity from Beckett</li>
<li>Orders are generally shipped the same day if placed before 3pm and delivery only takes 3 to 5 days</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"Categorized, FB, inhouse, jersey, Jerseys, MYS_Professional, RSA-products, Saints, Sold-Out, Warehouse, X",true,Title,Default Title,,,,,,,,RSA-02506,908.001206266,shopify,3,deny,manual,49.00,69.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/sproles-saints-white-autographed-stitched-football-jersey-back.jpg?v=1756763315,1,"",false,,,,,,,,oz,,30.00,true,,,active
darren-sproles-signed-new-orleans-pro-white-football-jersey-jsa-sproles-holo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/sproles-saints-white-autographed-stitched-football-jersey-signature.jpg?v=1756763315,2,"",,,,,,,,,,,,,,,
darren-sproles-signed-new-orleans-pro-white-football-jersey-jsa-sproles-holo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/sproles-saints-white-autographed-stitched-football-jersey-front.jpg?v=1756763315,3,"",,,,,,,,,,,,,,,
daron-bland-signed-dallas-white-football-jersey-beckett,Daron Bland Signed Dallas White Football Jersey (Beckett),"<ul>
<li>A professional style white custom replica football jersey autographed by Daron Bland and authenticated by Beckett</li>
<li>Includes a Certificate of Authenticity from Beckett</li>
<li>Orders are generally shipped the same or next day and delivery only takes 3 to 5 days</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"BFCM24, cowboys, current, Current Star, FB, In-Stock, inhouse, jersey, Jerseys, New Arrival, Season, V, year-end",true,Title,Default Title,,,,,,,,RSA-07549,907.1989147615625,shopify,44,deny,manual,50.00,79.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/bland-cowboys-white-autographed-stitched-football-jersey-back.jpg?v=1756763317,1,"",false,,,,,,,,oz,,30.00,true,,,active
daron-bland-signed-dallas-white-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/bland-cowboys-white-autographed-stitched-football-jersey-signature.jpg?v=1756763317,2,"",,,,,,,,,,,,,,,
daron-bland-signed-dallas-white-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/bland-cowboys-white-autographed-stitched-football-jersey-front.jpg?v=1756763317,3,"",,,,,,,,,,,,,,,
daron-bland-signed-dallas-thanksgiving-football-jersey-beckett,Daron Bland Signed Dallas Thanksgiving Football Jersey (Beckett),"<p>
 <strong>Product Information:</strong></p>
 <p>
 When the Cowboys kick off their holiday stretch run, you can proudly be along for the ride with this DaRon Bland-signed jersey. Each custom jersey features the throwback blue, white and silver colors Dallas has worn on Thanksgiving in recent years. By getting a DaRon Bland jersey, you'll update your collection with one of their bright young defensive players who is shaping up as a potential franchise cornerstone.</p>
 <p>
 This jersey isn't just for show - it's made from high-quality materials designed to last. The fabric feels sturdy yet comfortable, making your Cowboys Bland jersey suitable for wearing or displaying. All the details are meticulously crafted, including the stitching of the DaRon Bland jersey number and nameplate.</p>
 <p>
 The Daron Bland Signed Dallas Thanksgiving Football Jersey comes with a certificate of authenticity from Beckett. This ensures the signature is genuine and that this product is an official piece of NFL merchandise. At RSA, we guarantee authentic autographed football memorabilia at the best prices - and we ship fast so you have your new jersey for game day.</p>
 <p><strong>Product Unboxing:</strong></p><p>
 As you open the box, you'll immediately be greeted by a Daron Bland Signed Dallas Thanksgiving Football Jersey. This is a special item for any football fan, especially those who support the Dallas Cowboys. The jersey is in the team's iconic blue color, with white and silver details that make it stand out.</p><p>
 The most striking feature of this jersey is the Daron Bland autograph. It's located on the number ""26"" and is visible on the back of the jersey.( You'll also find a 26 on the front.) The signature is in black ink and adds a personal touch to this piece of sports memorabilia.</p>
 <p><strong>Top Three Reasons to be Interested in a Signed DaRon Bland Cowboys Thanksgiving Jersey:</strong></p><p>
 1. <strong>Authentic Signature:</strong> The main attraction of this jersey is DaRon Bland's signature. It's a unique item for collectors and fans who appreciate having something personally signed by a player.</p><p>
 2. <strong>High-Quality Memorabilia:</strong> This isn't just a regular DaRon Bland jersey - it's a high-quality piece of memorabilia that you can proudly display or wear. The craftsmanship and attention to detail make it worth every penny.</p><p>
 3. <strong>Certificate of Authenticity:</strong> With the included certificate of authenticity, you can rest assured knowing you're getting an official NFL product with a genuine signature. This adds value to your purchase and can be crucial if you ever decide to resell it.</p>

<ul>
<li>Orders are generally shipped the same or next day and delivery only takes 3 to 5 days</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"10-16-RSA, BFCM24, cowboys, current, Current Star, FB, In-Stock, inhouse, jersey, Jerseys, Price-check, Season, V, year-end",true,Title,Default Title,,,,,,,,RSA-07754,907.1989147615625,shopify,42,deny,manual,50.00,79.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/bland-cowboys-thanksgiving-autographed-stitched-football-jersey-back.jpg?v=1756763317,1,"",false,,,,,,,,oz,,30.00,true,,,active
daron-bland-signed-dallas-thanksgiving-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/bland-cowboys-thanksgiving-autographed-stitched-football-jersey-signature.jpg?v=1756763317,2,"",,,,,,,,,,,,,,,
daron-bland-signed-dallas-thanksgiving-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/bland-cowboys-thanksgiving-autographed-stitched-football-jersey-front.jpg?v=1756763317,3,"",,,,,,,,,,,,,,,
daron-bland-signed-dallas-navy-football-jersey-beckett,Daron Bland Signed Dallas Navy Football Jersey (Beckett),"<p>
 <strong>Product Information:</strong></p>
 <p>
 Whether you've been following DaRon Bland since his high school days, his stint with Fresno State or when he joined America's Team, you can celebrate his achievements with a DaRon Bland Autographed Jersey from RSA.  This is a Dallas Blue Football Jersey signed by Daron Bland and verified by Beckett, one of the leading sports memorabilia authenticators. It comes with a certificate of authenticity to guarantee that the signature is genuine.</p>
 <p>
 DaRon Bland is already making a name for himself, setting an NFL single-season record by returning five interceptions for touchdowns.  An autographed jersey is a great potential investment for Dallas football loyalists and collectors alike. This DaRon Bland Signed NFL Jersey is blue with silver and white accents representing the Dallas team colors. It features Bland's number ""26"" on both sides.  Each custom-stitched jersey is made from high-quality materials for durability and comfort. It's perfect for fans of Daron Bland or Dallas football - especially with our 100% money-back guarantee.</p>
 <p><strong>Product Unboxing:</strong></p><p>
 Upon opening the package, you will find a Custom Dallas Blue Football Jersey. The jersey is signed by DaRon Bland, a rising star in the NFL world. The signature is guaranteed authentic and adds a personal touch to the jersey. The jersey itself is blue with white numbers and silver trim, reflecting the iconic Dallas team colors. It is made from high-quality material that ensures durability and comfort. The jersey features Bland's number ""26"" printed in large white digits on both the front and back; it is signed in the ""2.""</p>
 <p><strong>Top Three Reasons to Purchase a DaRon Bland Autographed Jersey:</strong></p><p>
 1. <strong>Authentic Signature: </strong>For fans of DaRon Bland, the Dallas Cowboys or football in general, a jersey signed by this emerging talent can be a valuable addition to their collection.</p><p>
 2. <strong>High-Quality Material: </strong>The jersey is not just a collectible item but also wearable merchandise. Made from high-quality material, it ensures durability and comfort.</p><p>
 3. <strong>Certificate of Authenticity: </strong>Each purchase comes with a certificate of authenticity. This guarantees that the signature on the jersey is genuine, making it a trustworthy purchase for fans and collectors alike.</p>
<ul>
<li>Orders are generally shipped the same or next day and delivery only takes 3 to 5 days</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"10-16-RSA, BFCM24, cowboys, current, Current Star, FB, In-Stock, inhouse, jersey, Jerseys, Price-check, Season, V, year-end",true,Title,Default Title,,,,,,,,RSA-07757,907.1989147615625,shopify,42,deny,manual,50.00,79.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/bland-cowboys-blue-autographed-stitched-football-jersey-back_8165299c-c88f-482e-9850-769e1560b561.jpg?v=1756763318,1,"",false,,,,,,,,oz,,30.00,true,,,active
daron-bland-signed-dallas-navy-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/bland-cowboys-blue-autographed-stitched-football-jersey-front_c939ab82-0987-4809-bee5-6b3136de2f8e.jpg?v=1756763318,2,"",,,,,,,,,,,,,,,
daron-bland-signed-dallas-navy-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/bland-cowboys-blue-autographed-stitched-football-jersey-signature.jpg?v=1756763318,3,"",,,,,,,,,,,,,,,
darius-leonard-signed-blue-pro-edition-football-jersey-jsa,Darius Shaquille Leonard Signed Blue Pro Edition Football Jersey (JSA),"<p>A professional-style football jersey autographed by Darius Leonard and authenticated by JSA.</p>
<p>This autographed piece of memorabilia comes with a<em></em>Certificate of Authenticity from James Spence Authentication LLC that guarantees the authenticity of the autograph.</p>
<p>You can read more about all the qualified companies that we use to ensure the authenticity of all our autographs and their different types of certifications on our <strong><em>Authentication Services and Certificates </em></strong>page.</p>
<p>All orders begin processing and fulfillment immediately upon payment approval and are guaranteed to ship from our warehouse within 24-48 hours.</p>
<p>The typical delivery time ranges from 3-7 business days in the Continental U.S. from our warehouse in Nashville, TN. For deliveries to HI, AK, and U.S. Territories, please allow for 7-14 business days. If you have any questions about our shipping policies, visit our <strong><em>Frequently Asked Questions</em></strong> page.</p>
<p>We back our products with a <strong><em>90-day Satisfaction Guarantee</em></strong>: if you are not completely satisfied with your piece of memorabilia, you have 90 days from the recorded delivery date to return the item and receive a full refund.</p>",RSA,,Autographed Football Jerseys,"BFCM24, Categorized, Clearance, colts, doorbuster, FB, GoogleClearance, HD, In-Stock, inhouse, jersey, Jerseys, MYS_product, MYS_Professional, MYS_run1-2, MYS_run2-2, MYS_run6-1, NFL, Probowl, RSA, RSA-Mystery, RSA-products, SE, V, Warehouse",true,Title,Default Title,,,,,,,,RSA-01983,451.001223586375,shopify,162,deny,manual,40.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/leonard-colts-blue-autographed-stitched-football-jersey-back.jpg?v=1756763319,1,"",false,,,,,,,,oz,,30.00,true,,,active
darius-leonard-signed-blue-pro-edition-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/leonard-colts-blue-autographed-stitched-football-jersey-signature.jpg?v=1756763319,2,"",,,,,,,,,,,,,,,
darius-leonard-signed-blue-pro-edition-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/leonard-colts-blue-autographed-stitched-football-jersey-front.jpg?v=1756763319,3,"",,,,,,,,,,,,,,,
darius-leonard-autographed-pro-style-football-jersey-white-jsa,Darius Leonard Autographed Pro Style Football Jersey White (JSA),"<p>This custom stitched football jersey has been personally hand signed by Darius Leonard and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p>
<ul>
<li>Hand signed Football jersey autographed by Darius Leonard and authenticated by JSA</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,Uncategorized,Autographed Football Jerseys,"Categorized, Clearance, colts, FB, In-Stock, inhouse, jersey, Jerseys, mys_current star jer, MYS_product, MYS_Professional, MYS_pulled, MYS_run6-1, NFL, RSA, RSA-Mystery, RSA-products, Season, V, Warehouse",true,Title,Default Title,,,,,,,,RSA-00795,907.18474,shopify,9,deny,manual,40.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/leonard-colts-wht-1.png?v=1756763319,1,"",false,,,,,,,,oz,,30.00,true,,,active
darius-leonard-autographed-pro-style-football-jersey-white-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/leonard-colts-wht-2.png?v=1756763319,2,"",,,,,,,,,,,,,,,
darius-leonard-autographed-pro-style-football-jersey-white-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/leonard-colts-wht-3.png?v=1756763319,3,"",,,,,,,,,,,,,,,
dan-marino-signed-miami-teal-football-jersey-jsa,Dan Marino Signed Miami Teal Football Jersey (JSA),"<ul>
<li>A professional style teal custom replica football jersey autographed by Dan Marino and authenticated by JSA</li>
<li>Includes a Witness Certificate of Authenticity from JSA </li>
<li>Orders are generally shipped the same day if placed before 3pm and delivery only takes 3 to 5 days</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"02-06, Best-Seller, BFCM24, dolphins, FB, In-Stock, inhouse, jersey, Jerseys, New Arrival, RSA-products, Season, V, year-end",true,Title,Default Title,,,,,,,,RSA-06273,907.1989147615625,shopify,32,deny,manual,190.00,269.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/marino-dolphins-autographed-stitched-football-jersey-back.jpg?v=1756763321,1,"",false,,,,,,,,oz,,145.00,true,,,active
dan-marino-signed-miami-teal-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/marino-dolphins-autographed-stitched-football-jersey-signature.jpg?v=1756763321,2,"",,,,,,,,,,,,,,,
dan-marino-signed-miami-teal-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/marino-dolphins-autographed-stitched-football-jersey-front.jpg?v=1756763321,3,"",,,,,,,,,,,,,,,
dandre-swift-signed-detroit-white-football-jersey-jsa,D'Andre Swift Signed Detroit White Football Jersey (JSA),"<ul>
<li>A professional style white custom replica football jersey autographed by D'Andre Swift and authenticated by JSA</li>
<li>Includes a Certificate of Authenticity from JSA</li>
<li>Orders are generally shipped the same day if placed before 3pm and delivery only takes 3 to 5 days</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"11-10-RSA, FB, inhouse, jersey, Jerseys, Lions, New Arrival, RSA-products, Sold-Out, Warehouse, X",true,Title,Default Title,,,,,,,,RSA-06078,907.1989147615625,shopify,12,deny,manual,35.00,49.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/swift-lions-white-autographed-stitched-football-jersey-back.jpg?v=1731267005,1,"",false,,,,,,,,oz,,35.00,true,,,active
dandre-swift-signed-detroit-white-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/swift-lions-white-autographed-stitched-football-jersey-signature.jpg?v=1731267007,2,"",,,,,,,,,,,,,,,
dandre-swift-signed-detroit-white-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/swift-lions-white-autographed-stitched-football-jersey-front.jpg?v=1731267009,3,"",,,,,,,,,,,,,,,
craig-morton-signed-denver-pro-orange-football-jersey-jsa,Craig Morton Signed Denver Pro Orange Football Jersey (JSA),"<ul>
<li>A professional style orange custom replica football jersey autographed by Craig Morton and authenticated by JSA</li>
<li>Includes a Certificate of Authenticity from JSA</li>
<li>Orders are generally shipped the same day if placed before 3pm and delivery only takes 3 to 5 days</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"BFCM24, Broncos, Categorized, FB, inhouse, jersey, Jerseys, MYS_product, MYS_Professional, MYS_run1-1, MYS_run2-1, RSA, RSA-Mystery, RSA-products, Season, Sold-Out, Warehouse, X, year-end",true,Title,Default Title,,,,,,,,RSA-03053,907.1989147615625,shopify,7,deny,manual,40.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/morton-broncos-orange-autographed-stitched-football-jersey-back.jpg?v=1756763324,1,"",false,,,,,,,,oz,,23.00,true,,,active
craig-morton-signed-denver-pro-orange-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/morton-broncos-orange-autographed-stitched-football-jersey-signature.jpg?v=1756763324,2,"",,,,,,,,,,,,,,,
craig-morton-signed-denver-pro-orange-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/morton-broncos-orange-autographed-stitched-football-jersey-front.jpg?v=1756763324,3,"",,,,,,,,,,,,,,,
craig-morton-signed-dallas-pro-royal-blue-football-jersey-jsa,Craig Morton Signed Dallas Pro Royal Blue Football Jersey (JSA),"<ul>
<li>A professional style blue custom replica football jersey autographed by Craig Morton and authenticated by JSA</li>
<li>Includes a Certificate of Authenticity from JSA</li>
<li>Orders are generally shipped the same day if placed before 3pm and delivery only takes 3 to 5 days</li>
<li>
<strong>90-day Satisfaction Guarantee:</strong> if you are not completely satisfied with your piece of memorabilia, you have 90 days from when you receive it to return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"BFCM24, Categorized, cowboys, FB, In-Stock, inhouse, jersey, Jerseys, MYS_product, MYS_Professional, MYS_run2-1, RSA, RSA-Mystery, RSA-products, V, Warehouse",true,Title,Default Title,,,,,,,,RSA-03052,907.1989147615625,shopify,68,deny,manual,40.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/morton-cowboys-blue-autographed-stitched-football-jersey-back.jpg?v=1731266589,1,"",false,,,,,,,,oz,,23.00,true,,,active
craig-morton-signed-dallas-pro-royal-blue-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/morton-cowboys-blue-autographed-stitched-football-jersey-signature.jpg?v=1731266591,2,"",,,,,,,,,,,,,,,
craig-morton-signed-dallas-pro-royal-blue-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/morton-cowboys-blue-autographed-stitched-football-jersey-front.jpg?v=1731266593,3,"",,,,,,,,,,,,,,,
