Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
michael-penix-jr-signed-atlanta-white-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/penix-jr-falcons-white-autographed-stitched-football-jersey-signature.jpg?v=1756763207,2,"",,,,,,,,,,,,,,,
michael-penix-jr-signed-atlanta-white-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/penix-jr-falcons-white-autographed-stitched-football-jersey-front.jpg?v=1756763207,3,"",,,,,,,,,,,,,,,
michael-penix-jr-signed-atlanta-black-throwback-football-jersey-beckett,Michael Penix Jr. Signed Atlanta Black Throwback Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by Michael Penix Jr. and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p>
<ul>
<li>Hand signed Football jersey autographed by Michael Penix Jr. and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"07-03-RSA, Current Star, Falcons, FB, inhouse, jersey, New Arrival, V",true,Title,Default Title,,,,,,,,RSA-11952,907.1989147615625,shopify,11,deny,manual,135.00,169.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/penix-jr-falcons-black-throwback-autographed-stitched-football-jersey-back.jpg?v=1749078057,1,"",false,,,,,,,,oz,,100.00,true,,,active
michael-penix-jr-signed-atlanta-black-throwback-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/penix-jr-falcons-black-throwback-autographed-stitched-football-jersey-signature.jpg?v=1749078058,2,"",,,,,,,,,,,,,,,
michael-penix-jr-signed-atlanta-black-throwback-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/penix-jr-falcons-black-throwback-autographed-stitched-football-jersey-front.jpg?v=1749078060,3,"",,,,,,,,,,,,,,,
baker-mayfield-signed-tampa-bay-alternate-orange-football-jersey-beckett,Baker Mayfield Signed Tampa Bay Alternate Orange Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by Baker Mayfield and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Baker Mayfield and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"07-03-RSA, Buccaneers, FB, inhouse, jersey, New Arrival, V",true,Title,Default Title,,,,,,,,RSA-11955,907.1989147615625,shopify,73,deny,manual,170.00,199.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/mayfield-buccaneers-throwback-autographed-stitched-football-jersey-back.jpg?v=1756763208,1,"",false,,,,,,,,oz,,125.00,true,,,active
baker-mayfield-signed-tampa-bay-alternate-orange-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/mayfield-buccaneers-throwback-autographed-stitched-football-jersey-front.jpg?v=1756763208,2,"",,,,,,,,,,,,,,,
baker-mayfield-signed-tampa-bay-alternate-orange-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/mayfield-buccaneers-throwback-autographed-stitched-football-jersey-signature.jpg?v=1756763208,3,"",,,,,,,,,,,,,,,
doug-dieken-signed-cleveland-brown-football-jersey-jsa,Doug Dieken Signed Cleveland Brown Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Doug Dieken and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Doug Dieken and authenticated by JSA</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"07-03-RSA, Browns, FB, inhouse, jersey, New Arrival, V",true,Title,Default Title,,,,,,,,RSA-11921,907.1989147615625,shopify,32,deny,manual,42.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/dieken-browns-brown-autographed-stitched-football-jersey-back.jpg?v=1756763209,1,"",false,,,,,,,,oz,,23.00,true,,,active
doug-dieken-signed-cleveland-brown-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/dieken-browns-brown-autographed-stitched-football-jersey-signature.jpg?v=1756763209,2,"",,,,,,,,,,,,,,,
doug-dieken-signed-cleveland-brown-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/dieken-browns-brown-autographed-stitched-football-jersey-front.jpg?v=1756763209,3,"",,,,,,,,,,,,,,,
baker-mayfield-signed-tampa-bay-black-football-jersey-beckett,Baker Mayfield Signed Tampa Bay Black Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by Baker Mayfield and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Baker Mayfield and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"07-03-RSA, Buccaneers, Current Star, FB, inhouse, jersey, New Arrival, V",true,Title,Default Title,,,,,,,,RSA-11926,907.1989147615625,shopify,31,deny,manual,170.00,199.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/mayfield-buccaneers-black-autographed-stitched-football-jersey-back.jpg?v=1756763209,1,"",false,,,,,,,,oz,,125.00,true,,,active
baker-mayfield-signed-tampa-bay-black-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/mayfield-buccaneers-black-autographed-stitched-football-jersey-signature.jpg?v=1756763209,2,"",,,,,,,,,,,,,,,
baker-mayfield-signed-tampa-bay-black-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/mayfield-buccaneers-black-autographed-stitched-football-jersey-front.jpg?v=1756763209,3,"",,,,,,,,,,,,,,,
pepper-johnson-signed-new-york-white-football-jersey-beckett,Pepper Johnson Signed New York White Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by Pepper Johnson and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p>
<ul>
<li>Hand signed Football jersey autographed by Pepper Johnson and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"06-03-RSA, FB, Giants, inhouse, jersey, New Arrival, V",false,Title,Default Title,,,,,,,,RSA-11853,907.1989147615625,shopify,2,deny,manual,41.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/johnson-giants-white-autographed-stitched-football-jersey-back.jpg?v=1756763210,1,"",false,,,,,,,,oz,,25.00,true,,,active
pepper-johnson-signed-new-york-white-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/johnson-giants-white-autographed-stitched-football-jersey-signature.jpg?v=1756763210,2,"",,,,,,,,,,,,,,,
pepper-johnson-signed-new-york-white-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/johnson-giants-white-autographed-stitched-football-jersey-front.jpg?v=1756763210,3,"",,,,,,,,,,,,,,,
pepper-johnson-signed-new-york-blue-football-jersey-beckett,Pepper Johnson Signed New York Blue Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by Pepper Johnson and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Pepper Johnson and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"06-03-RSA, FB, Giants, inhouse, jersey, New Arrival, V",false,Title,Default Title,,,,,,,,RSA-11852,907.1989147615625,shopify,6,deny,manual,41.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/johnson-giants-blue-autographed-stitched-football-jersey-back.jpg?v=1756763210,1,"",false,,,,,,,,oz,,25.00,true,,,active
pepper-johnson-signed-new-york-blue-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/johnson-giants-blue-autographed-stitched-football-jersey-signature.jpg?v=1756763211,2,"",,,,,,,,,,,,,,,
pepper-johnson-signed-new-york-blue-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/johnson-giants-blue-autographed-stitched-football-jersey-front.jpg?v=1756763211,3,"",,,,,,,,,,,,,,,
joe-delamielleure-signed-hof-02-inscription-buffalo-white-football-jersey-jsa,Joe DeLamielleure Signed HOF 03 Inscription Buffalo White Football Jersey (BECKETT ),"<p>This custom stitched football jersey has been personally hand signed by Joe DeLamielleure and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p>
<ul>
<li>Hand signed Football jersey autographed by Joe DeLamielleure with HOF 03 inscription and authenticated by BECKETT </li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from BECKETT </li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"06-03-RSA, Bills, FB, inhouse, jersey, New Arrival, V",true,Title,Default Title,,,,,,,,RSA-11818,907.1989147615625,shopify,33,deny,manual,41.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/delamielleure-bills-hof-03-white-autographed-stitched-football-jersey-back.jpg?v=1756763216,1,"",false,,,,,,,,oz,,23.00,true,,,active
joe-delamielleure-signed-hof-02-inscription-buffalo-white-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/delamielleure-bills-hof-03-white-autographed-stitched-football-jersey-signature.jpg?v=1756763216,2,"",,,,,,,,,,,,,,,
joe-delamielleure-signed-hof-02-inscription-buffalo-white-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/delamielleure-bills-hof-03-white-autographed-stitched-football-jersey-front.jpg?v=1756763216,3,"",,,,,,,,,,,,,,,
joe-delamielleure-signed-buffalo-white-football-jersey-jsa,Joe DeLamielleure Signed Buffalo White Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Joe DeLamielleure and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p>
<ul>
<li>Hand signed Football jersey autographed by Joe DeLamielleure and authenticated by JSA</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"06-03-RSA, Bills, FB, inhouse, jersey, New Arrival, V",true,Title,Default Title,,,,,,,,RSA-11819,907.1989147615625,shopify,46,deny,manual,41.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/delamielleure-bills-white-autographed-stitched-football-jersey-back.jpg?v=1756763216,1,"",false,,,,,,,,oz,,23.00,true,,,active
joe-delamielleure-signed-buffalo-white-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/delamielleure-bills-white-autographed-stitched-football-jersey-signature.jpg?v=1756763217,2,"",,,,,,,,,,,,,,,
joe-delamielleure-signed-buffalo-white-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/delamielleure-bills-white-autographed-stitched-football-jersey-front.jpg?v=1756763217,3,"",,,,,,,,,,,,,,,
darren-sproles-signed-philadelphia-green-football-jersey-beckett,Darren Sproles Signed Philadelphia Green Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by Darren Sproles and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Darren Sproles and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"07-03-RSA, Eagles, FB, inhouse, jersey, New Arrival, V",true,Title,Default Title,,,,,,,,RSA-11820,907.1989147615625,shopify,6,deny,manual,49.00,69.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/sproles-eagles-green-autographed-stitched-football-jersey-back.jpg?v=1756763218,1,"",false,,,,,,,,oz,,30.00,true,,,active
darren-sproles-signed-philadelphia-green-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/sproles-eagles-green-autographed-stitched-football-jersey-signature.jpg?v=1756763218,2,"",,,,,,,,,,,,,,,
darren-sproles-signed-philadelphia-green-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/sproles-eagles-green-autographed-stitched-football-jersey-front.jpg?v=1756763218,3,"",,,,,,,,,,,,,,,
rodney-harrison-signed-new-england-white-football-jersey-beckett,Rodney Harrison Signed New England White Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by Rodney Harrison and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Rodney Harrison and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"06-03-RSA, FB, inhouse, jersey, New Arrival, Patriots, V",true,Title,Default Title,,,,,,,,RSA-11780,907.1989147615625,shopify,38,deny,manual,72.00,109.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/harrison-patriots-white-autographed-stitched-football-jersey-back.jpg?v=1756763218,1,"",false,,,,,,,,oz,,50.00,false,,,active
rodney-harrison-signed-new-england-white-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/harrison-patriots-white-autographed-stitched-football-jersey-signature.jpg?v=1756763218,2,"",,,,,,,,,,,,,,,
rodney-harrison-signed-new-england-white-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/harrison-patriots-white-autographed-stitched-football-jersey-front.jpg?v=1756763218,3,"",,,,,,,,,,,,,,,
rodney-harrison-signed-new-england-red-football-jersey-beckett,Rodney Harrison Signed New England Red Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by Rodney Harrison and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Rodney Harrison and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"06-03-RSA, FB, inhouse, jersey, New Arrival, Patriots, V",true,Title,Default Title,,,,,,,,RSA-11781,907.1989147615625,shopify,56,deny,manual,72.00,109.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/harrison-patriots-red-autographed-stitched-football-jersey-back_4cd4ffb4-c3fe-497f-b12b-a63058712121.jpg?v=1756763219,1,"",false,,,,,,,,oz,,50.00,false,,,active
rodney-harrison-signed-new-england-red-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/harrison-patriots-red-autographed-stitched-football-jersey-signature_88e26e4d-d421-4778-a811-811adb48ddad.jpg?v=1756763219,2,"",,,,,,,,,,,,,,,
rodney-harrison-signed-new-england-red-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/harrison-patriots-red-autographed-stitched-football-jersey-front_6a82f6b2-d98a-41f3-9cab-4d18374b6fd4.jpg?v=1756763219,3,"",,,,,,,,,,,,,,,
chuck-mercein-signed-ice-bowl-inscription-green-bay-white-football-jersey-jsa,Chuck Mercein Signed Ice Bowl Inscription Green Bay White Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Chuck Mercein and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Chuck Mercein with Ice Bowl inscription and authenticated by JSA</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"06-03-RSA, FB, inhouse, jersey, New Arrival, Packers, V",true,Title,Default Title,,,,,,,,RSA-11782,907.1989147615625,shopify,38,deny,manual,40.00,54.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/mercein-packers-ice-bowl-white-autographed-stitched-football-jersey-back.jpg?v=1756763220,1,"",false,,,,,,,,oz,,21.00,false,,,active
chuck-mercein-signed-ice-bowl-inscription-green-bay-white-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/mercein-packers-ice-bowl-white-autographed-stitched-football-jersey-signature.jpg?v=1756763220,2,"",,,,,,,,,,,,,,,
chuck-mercein-signed-ice-bowl-inscription-green-bay-white-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/mercein-packers-ice-bowl-white-autographed-stitched-football-jersey-front.jpg?v=1756763220,3,"",,,,,,,,,,,,,,,
antowain-smith-signed-2x-sb-champ-inscription-new-england-red-football-jersey-jsa,Antowain Smith Signed 2x SB Champ Inscription New England Red Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Antowain Smith and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Antowain Smith with 2x SB Champ inscription and authenticated by JSA</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"06-03-RSA, FB, inhouse, jersey, New Arrival, Patriots, V",true,Title,Default Title,,,,,,,,RSA-11784,907.1989147615625,shopify,14,deny,manual,40.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/smith-patriots-2x-sb-champ-red-autographed-stitched-football-jersey-back.jpg?v=1756763221,1,"",false,,,,,,,,oz,,25.00,false,,,active
antowain-smith-signed-2x-sb-champ-inscription-new-england-red-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/smith-patriots-2x-sb-champ-red-autographed-stitched-football-jersey-signature.jpg?v=1756763221,2,"",,,,,,,,,,,,,,,
antowain-smith-signed-2x-sb-champ-inscription-new-england-red-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/smith-patriots-2x-sb-champ-red-autographed-stitched-football-jersey-front.jpg?v=1756763221,3,"",,,,,,,,,,,,,,,
antowain-smith-signed-2x-sb-champ-inscription-new-england-blue-football-jersey-jsa,Antowain Smith Signed 2x SB Champ Inscription New England Navy Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Antowain Smith and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Antowain Smith with 2x SB Champ inscription and authenticated by JSA</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"06-03-RSA, FB, inhouse, jersey, New Arrival, Patriots, V",true,Title,Default Title,,,,,,,,RSA-11783,907.1989147615625,shopify,30,deny,manual,40.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/smith-patriots-2x-sb-champ-blue-autographed-stitched-football-jersey-back.jpg?v=1756763222,1,"",false,,,,,,,,oz,,25.00,false,,,active
antowain-smith-signed-2x-sb-champ-inscription-new-england-blue-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/smith-patriots-2x-sb-champ-blue-autographed-stitched-football-jersey-front.jpg?v=1756763222,2,"",,,,,,,,,,,,,,,
antowain-smith-signed-2x-sb-champ-inscription-new-england-blue-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/smith-patriots-2x-sb-champ-blue-autographed-stitched-football-jersey-signature.jpg?v=1756763222,3,"",,,,,,,,,,,,,,,
nolan-cromwell-signed-1990s-all-decade-team-inscription-los-angeles-royal-blue-football-jersey-jsa,Nolan Cromwell Signed 1990's All Decade Team Inscription Los Angeles Royal Blue Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Nolan Cromwell and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Nolan Cromwell with 1990's All Decade Team inscription and authenticated by JSA</li>
<li>Includes a tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"06-03-RSA, FB, inhouse, jersey, New Arrival, Rams, V",true,Title,Default Title,,,,,,,,RSA-11765,963.900795963875,shopify,17,deny,manual,45.00,69.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/cromwell-rams-1990s-all-decade-team-autographed-stitched-football-jersey-back.jpg?v=1756763222,1,"",false,,,,,,,,oz,,25.00,true,,,active
nolan-cromwell-signed-1990s-all-decade-team-inscription-los-angeles-royal-blue-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/cromwell-rams-1990s-all-decade-team-autographed-stitched-football-jersey-signature.jpg?v=1756763222,2,"",,,,,,,,,,,,,,,
nolan-cromwell-signed-1990s-all-decade-team-inscription-los-angeles-royal-blue-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/cromwell-rams-1990s-all-decade-team-autographed-stitched-football-jersey-front.jpg?v=1756763222,3,"",,,,,,,,,,,,,,,
james-harrison-signed-pittsburgh-white-football-jersey-jsa,James Harrison Signed Pittsburgh White Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by James Harrison and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by James Harrison and authenticated by JSA</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"04-25-RSA, FB, inhouse, jersey, New Arrival, Steelers, V",true,Title,Default Title,,,,,,,,RSA-11593,907.1989147615625,shopify,3,deny,manual,130.00,169.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/harrison-steelers-white-autographed-stitched-football-jersey-back.jpg?v=1756763224,1,"",false,,,,,,,,oz,,90.00,false,,,active
james-harrison-signed-pittsburgh-white-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/harrison-steelers-white-autographed-stitched-football-jersey-signature.jpg?v=1756763224,2,"",,,,,,,,,,,,,,,
